id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
mega-pendant,786,メガペンダント,unused,0,,,"Unused.  This is Wally’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　ネックレス。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-pendant.png
mega-glasses,787,メガメガネ,unused,0,,,"Unused.  This is Maxie’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　メガネ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-glasses.png
mega-anchor,788,メガイカリ,unused,0,,,"Unused.  This is Archie’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　アンカー。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-anchor.png
mega-stickpin,789,メガラペルピン,unused,0,,,"Unused.  This is Steven’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　ラペルピン。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-stickpin.png
mega-tiara,790,メガティアラ,unused,0,,,"Unused.  This is Lisia’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　ティアラ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-tiara.png
mega-anklet,791,メガアンクレット,unused,0,,,"Unused.  This is Zinnia’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　アンクレット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-anklet.png
swampertite,793,ラグラージナイト,mega-stones,0,80,,Held: Allows Swampert to Mega Evolve into Mega Swampert.,"ラグラージに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/swampertite.png
sceptilite,794,ジュカインナイト,mega-stones,0,80,,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.,"ジュカインに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sceptilite.png
sablenite,795,ヤミラミナイト,mega-stones,0,80,,Held: Allows Sableye to Mega Evolve into Mega Sableye.,"ヤミラミに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sablenite.png
altarianite,796,チルタリスナイト,mega-stones,0,80,,Held: Allows Altaria to Mega Evolve into Mega Altaria.,"チルタリスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/altarianite.png
galladite,797,エルレイドナイト,mega-stones,0,80,,Held: Allows Gallade to Mega Evolve into Mega Gallade.,"エルレイドに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/galladite.png
audinite,798,タブンネナイト,mega-stones,0,80,,Held: Allows Audino to Mega Evolve into Mega Audino.,"タブンネに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/audinite.png
metagrossite,799,メタグロスナイト,mega-stones,0,80,,Held: Allows Metagross to Mega Evolve into Mega Metagross.,"メタグロスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metagrossite.png
sharpedonite,800,サメハダナイト,mega-stones,0,80,,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.,"サメハダーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sharpedonite.png
slowbronite,801,ヤドランナイト,mega-stones,0,80,,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.,"ヤドランに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/slowbronite.png
steelixite,802,ハガネールナイト,mega-stones,0,80,,Held: Allows Steelix to Mega Evolve into Mega Steelix.,"ハガネールに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/steelixite.png
pidgeotite,803,ピジョットナイト,mega-stones,0,80,,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.,"ピジョットに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pidgeotite.png
glalitite,804,オニゴーリナイト,mega-stones,0,80,,Held: Allows Glalie to Mega Evolve into Mega Glalie.,"オニゴーリに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/glalitite.png
diancite,805,ディアンシナイト,mega-stones,0,80,,Held: Allows Diancie to Mega Evolve into Mega Diancie.,"ディアンシーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/diancite.png
prison-bottle,806,いましめのツボ,gameplay,0,,,Transforms Hoopa into its Unbound form for up to three days.,"大昔に　とある　ポケモンの　力を
封じ込めたと　される　ツボ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/prison-bottle.png
mega-cuff,807,メガブレス,unused,0,,,"Unused.  This appears as the boy player’s Mega Bracelet in Pokémon Contests, but it cannot actually be obtained.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　ブレスレット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-cuff.png
cameruptite,808,バクーダナイト,mega-stones,0,80,,Held: Allows Camerupt to Mega Evolve into Mega Camerupt.,"バクーダに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/cameruptite.png
lopunnite,809,ミミロップナイト,mega-stones,0,80,,Held: Allows Lopunny to Mega Evolve into Mega Lopunny.,"ミミロップに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lopunnite.png
salamencite,810,ボーマンダナイト,mega-stones,0,80,,Held: Allows Salamence to Mega Evolve into Mega Salamence.,"ボーマンダに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/salamencite.png
beedrillite,811,スピアナイト,mega-stones,0,80,,Held: Allows Beedrill to Mega Evolve into Mega Beedrill.,"スピアーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/beedrillite.png
key-stone,814,キーストーン,gameplay,0,,,Allows the player’s Pokémon to Mega Evolve.,"メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　石。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/key-stone.png
meteorite-shard,815,いんせきのかけら,plot-advancement,0,,,"Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve.","石の洞窟に　落ちていた
いんせきのかけらの　ひとつ。
触れると　ほのかに　暖かい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite-shard.png
eon-flute,816,むげんのふえ,gameplay,0,,,Summons Latias or Latios for a ride.,"どこに　いても
ラティオスや　ラティアスを
呼び寄せることが　できる　笛。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/eon-flute.png
normalium-z--held,817,ノーマルＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.,"Ｚパワーの　結晶。
ノーマルタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normalium-z--held.png
firium-z--held,818,ホノオＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.,"Ｚパワーの　結晶。
ほのおタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/firium-z--held.png
waterium-z--held,819,ミズＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.,"Ｚパワーの　結晶。
みずタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/waterium-z--held.png
electrium-z--held,820,デンキＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.,"Ｚパワーの　結晶。
でんきタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/electrium-z--held.png
grassium-z--held,821,クサＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.,"Ｚパワーの　結晶。
くさタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grassium-z--held.png
icium-z--held,822,コオリＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.,"Ｚパワーの　結晶。
こおりタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/icium-z--held.png
fightinium-z--held,823,カクトウＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.,"Ｚパワーの　結晶。
かくとうタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fightinium-z--held.png
poisonium-z--held,824,ドクＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.,"Ｚパワーの　結晶。
どくタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poisonium-z--held.png
groundium-z--held,825,ジメンＺ,z-crystals,0,,,Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.,"Ｚパワーの　結晶。
じめんタイプの　技を
Ｚワザに　グレードアップする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/groundium-z--held.png
